hotel_id,hotel_category,hotel_name_length,hotel_description_length,hotel_photos_qty
57013ccb66cb41d683261dece4039be7,11,64.0,320.0,1.0
5c5c4de55707fd08e4f5b665dd3468c8,10,18.0,629.0,1.0
329963373e2fccaa3f3204db19e24c9d,15,58.0,601.0,2.0
5e9d3e581758e1e8071b9b88f6c9d302,7,47.0,870.0,4.0
d424fae0bb3e352ef204496ab47246a2,73,42.0,398.0,1.0
7d76545011a7b37a05d3ffe9c4be46e4,6,33.0,1575.0,1.0
b3ea4bed6ec6566b38ad451d092cf4f9,33,49.0,129.0,1.0
6e48f0d275628e3c626d57257f8a1e1c,7,34.0,480.0,2.0
1746dc1374dbbd4c43e41b43381a9245,50,56.0,1287.0,1.0
fb8134f26fb4c5cc6c0aff8d4dac6177,7,52.0,1649.0,1.0
f12129d6ecfae9c7cb524cace8752843,18,37.0,1322.0,10.0
c36b3b564a105f620f48747e126289cc,73,58.0,289.0,1.0
5698e7847df9c3e1a3d1dae3e210576b,58,43.0,975.0,1.0
a53cefc1a8f035f681a0eef510ccdaf8,16,54.0,290.0,1.0
593826559bed08171034485801cbc289,40,48.0,541.0,2.0
d2401d00a5a03a1e693acac06fe86362,65,40.0,315.0,1.0
358350fe845b77ee08c49600e9df7c1b,2,42.0,417.0,1.0
ed3e0a128e0ffb6b4706016387c52742,11,55.0,531.0,1.0
4931ce7b45c01dcf5289927dc01fc43d,33,59.0,1382.0,1.0
2d981320ad580a66c287cee234eae494,73,59.0,703.0,6.0
7262dea39dfe1d74bb98f867248b7d5c,11,57.0,931.0,1.0
badcce71e1edce3a3e30f00f4dbfe93f,,,,
3c4cbe16e947b54fc22b3fb23bd5dc8d,29,43.0,525.0,1.0
6b1ace27e81c9bdf29d646ce272adff9,36,51.0,275.0,1.0
b0d4093edf74e2ab806a9ec19466c5c3,73,56.0,703.0,6.0
232ad8e0108ecc9bff047df4e1617edd,29,37.0,909.0,2.0
1f52d47dbbb51aa6990c3942402d8b8d,34,52.0,401.0,11.0
d8670283404d3c2140b2bf749803c44e,64,49.0,572.0,1.0
1b8c27705b617c3b5af7608b09cd2011,28,59.0,497.0,2.0
5dd67704d40a72678cfd5e3555ed6283,18,31.0,644.0,1.0
65ed350485cd8861c951500dcbe42717,71,56.0,560.0,3.0
1bbd08bffea91feb3e8b5a6c234469d4,19,40.0,269.0,1.0
facb48184ed1c1cb4a278bb2775a101d,11,35.0,2098.0,4.0
19c16188d156acc3ba91f36ab0f32886,69,55.0,266.0,5.0
9f933a3805a309706e949af33117effa,7,60.0,246.0,1.0
ed5b4aed965293122ac8fd1976772549,65,35.0,629.0,1.0
3b993be2559c465e3809b5020f2bc304,19,52.0,748.0,4.0
073397821e52d0e662949b7d6830b132,73,57.0,96.0,1.0
538b02f9310eefcce83c7e749d97c3a4,69,63.0,893.0,1.0
27e63db88d3d2aed16d7be85ca6364f7,6,30.0,601.0,1.0
8ac9555999557fdf26fb9840b7c9aa16,69,28.0,452.0,1.0
20fb6e5f42bd6d7744bad9f1a20b809b,38,58.0,486.0,1.0
cc36d9239d67a1172b0dbda89985ac97,2,59.0,401.0,5.0
20fa1dea96f79530522c039bfc3873f6,71,48.0,131.0,3.0
26ce0de4072af7159f84f7c7bd3105bd,,,,
845d92a69640660dfc8e9a987ce213c5,18,58.0,87.0,1.0
f91a533acd46cc6ab989be2301f76c07,32,57.0,404.0,4.0
bf66dcd14111581476d6cca1aa256711,14,60.0,501.0,3.0
30e51d71dd731273c2f4b3b257580c14,51,48.0,809.0,1.0
4d581c74f2ce85ce38ee07e3f4bb8f91,29,52.0,777.0,1.0
8b4d54ab5d1d371db7d553413605fca0,2,47.0,1009.0,4.0
f49fd24047ba60015a7ae401b500ac0c,17,45.0,899.0,1.0
e9ccde964df30cef64e967ec52b0c55f,11,35.0,741.0,4.0
b2e86b6fef991c30e470d191d44c3b01,69,24.0,171.0,1.0
9ae76b92039ed23beaca54348c4ce43e,11,39.0,975.0,3.0
def8ad124f0653a59a7feae5109d8485,10,45.0,777.0,4.0
9e98333b68c00a1c756466c3d5cdc218,28,35.0,444.0,1.0
5107c8b7d4ccded44f0555b0c08f9807,71,38.0,158.0,5.0
01f4475a184e799a7f9989cff68d8fb2,28,50.0,193.0,1.0
56593d3dd66f0eac1ddbb808f22e4270,6,13.0,613.0,2.0
48f16b17dd9cd619bd0bec3dede52fd3,27,33.0,1337.0,1.0
3b4341cccb774b554c82f8c6a76085bd,40,40.0,624.0,3.0
ab75b6d45bbe487b24c87b7dd1206b94,65,50.0,1038.0,2.0
1dce5611e7a6412bf0cc30fa410d5b21,38,42.0,379.0,1.0
7d3f66a22b0997525b0ad7d04c7dea50,6,30.0,615.0,1.0
4649914d5bbffafc09d9eb21d15a3694,10,46.0,2032.0,1.0
b845420c70707362e0f7932a7e18ea9b,11,43.0,513.0,2.0
e6b0632e1058b61d359641871f846d88,38,53.0,320.0,1.0
42cbe9ae5ae912f81db9407e8c9cebda,7,51.0,1974.0,2.0
a5fddd269c4d9a047c6c35a4ec7366f4,2,43.0,205.0,1.0
48518a1e2236ae04e2f97c492d27b7a7,10,38.0,1500.0,2.0
87c4fb151156b3c0dec3041549c750d8,53,57.0,1214.0,1.0
d8137ff129a53ec4740d3c3a9ea27f69,20,60.0,339.0,1.0
49548463e3a46d833f0bbc3a3f2596e8,19,55.0,409.0,2.0
8e4adccafc4e81e02b8473d9986dc729,73,55.0,927.0,1.0
f4c44bdc0581b78aba124e134e4f6bc7,2,47.0,884.0,3.0
5b933e24a0ee5f137fec64c48d2a1648,10,60.0,999.0,2.0
13f0c7f40f97261d76f4e943efd442e9,6,45.0,721.0,15.0
c178b1c582535dcfabc142c74d091a42,71,36.0,352.0,3.0
e4b53d099e98fc095acfc8387fba4e6a,59,32.0,478.0,2.0
89da734ac9f6b12073503711a46e477d,28,53.0,386.0,1.0
a35a510433c3180b10f1e025f288e09d,20,51.0,531.0,1.0
544c16be36a03c7652a2ef9d434efcd0,65,39.0,525.0,2.0
ad9d63463fda055f91da324d5157c07f,69,59.0,803.0,6.0
2fb22de74fd2580285ca4e831ef4aa33,38,60.0,1238.0,4.0
1c2db7b3b3eaff4944c3b052ecd83932,11,37.0,570.0,1.0
55c5161e63a5cc3f3e9832f494871e1d,7,35.0,875.0,1.0
20c49a84214ab1eb51530989bc6eff44,38,58.0,423.0,2.0
ce8eba14ab147080d6a68e1300b5f677,6,30.0,332.0,2.0
bfe826a1b40edb7593e8c59a1dc190f9,7,59.0,1082.0,3.0
334e8537ce3194f0ec40a13d0a09a3d1,69,45.0,1771.0,1.0
df6618d4aed0c7860c0be80ebe575d29,6,59.0,2130.0,2.0
9a06ef40bce9a30c05a247f77e0c3e03,6,53.0,208.0,1.0
e24998cdee20a208d691127ac44def10,28,55.0,1208.0,1.0
e59e2e4ce7f1052813a08e3b71b54330,7,23.0,1426.0,1.0
618f6ab7f02274705025bdbdac8d117f,11,48.0,518.0,1.0
fc3bda28fb58900cdb37247cc144fdb6,6,40.0,243.0,2.0
c7967ed73e05471cbd4cb2ec165ce839,2,59.0,359.0,4.0
cd7ae542240f5f335894448a71d2e375,18,52.0,740.0,7.0
94af72d083f3899808f341659e5897f4,28,51.0,275.0,1.0
6b2a09fb80668f4478dd3f9c32411b90,11,42.0,963.0,1.0
578f9cc5a9cd4c770af88d1685109f08,10,45.0,437.0,2.0
6d631f1044f987d63bdc79707e340937,28,54.0,207.0,1.0
52b522bc5fb31ab10715553e2c98758f,69,36.0,574.0,1.0
f572cedc4008920c09417cbbca868dfe,17,39.0,1571.0,8.0
e7dda7eed04f57e492ed655d86963242,10,47.0,453.0,1.0
be99464cbf285a9da17f618165d48e56,6,54.0,584.0,1.0
ef8d61eb1573d80f1b57ae37cda56607,10,32.0,346.0,1.0
c479e366fe9fee1f5bc62b37c0a2a31b,7,56.0,1388.0,1.0
e62b799e78267eaeea987eaac6eea384,18,60.0,1443.0,6.0
6cd600eadd681384e3116fda85ebf9bc,28,37.0,86.0,2.0
f88049701f0c460122a52218df62a3f5,73,48.0,283.0,1.0
b5eff2787c2074d67045b781cf30a200,50,49.0,1290.0,1.0
d48d69404aeb71ce87e1b2c94868ad45,61,37.0,452.0,1.0
14adf9b3023f2a5bbf45af78e8f5b2d2,17,41.0,1749.0,5.0
ca1c9223756ee0ee71c0676d3a344483,,,,
d4561565deab3dfd7d3c0ff06a47d0ec,69,60.0,592.0,2.0
11a2cea5e3c9127aa7fac546d66b9ad9,12,50.0,295.0,2.0
565e811a038b0b637df478c49543f64e,69,59.0,806.0,1.0
3194e081fef415ce0f2cbb8082b18fef,38,43.0,1858.0,1.0
0a31f14d0f505323b5723a801b06c90f,17,58.0,747.0,4.0
61ddbc56cefcce33c979457755707fe5,28,53.0,457.0,1.0
576948885b91255a31000207c892834f,28,46.0,383.0,1.0
24bfd3f256565bc5dae415c42d82ead4,2,59.0,185.0,1.0
3a9fdb71853216091565522ac275bbd4,21,33.0,513.0,2.0
c0ad9f13236720b9027254545a8a4ea9,6,53.0,371.0,1.0
b27eef404f592e6a3f1174493bf01593,19,51.0,594.0,1.0
47654c01a98021608a89583f23b04847,33,58.0,267.0,1.0
69e87d5288f4e731df4a90e021d39ee8,11,44.0,663.0,4.0
9d562620356071bc238fd57e95e8bf63,29,43.0,585.0,1.0
298a2bf47cc0917dae1ddf3a9e7f7f59,,,,
26e28bee40b04417a8971b532cc9fe07,69,46.0,1071.0,1.0
3738f1698430b8ea0d6a488c1678c735,28,59.0,124.0,1.0
c24eca33f056b233bb1d73a536c4ccc1,17,27.0,749.0,1.0
1e94feae8c845e69fa60ac9f7b66dd14,69,57.0,752.0,1.0
3402664291309d5f9d5cafc74acecc56,19,33.0,825.0,1.0
00bf6f957121ebfc338e37c09ac0ca59,14,34.0,350.0,1.0
dda9b745b87b23da10dd2af1b7a4b4c6,14,44.0,430.0,2.0
d8851265f7fb2de457cfb1e099942b15,69,41.0,1190.0,1.0
558548f7df6a4f4f1d5ee449ff8e225e,7,54.0,2137.0,1.0
f37ae72292952e73ff9a7a3fee9fef57,21,59.0,634.0,5.0
fd7f1885d112d9b96b2dbad6cd56b73c,7,31.0,3532.0,1.0
cab487fb6c6901fcc65bfa82593e039d,69,63.0,1332.0,8.0
d2526d92edf8379a00670f11ef626e57,20,46.0,157.0,1.0
6be49ee039854b5e35c331b02008b51e,29,57.0,676.0,2.0
3ac21992545a9186420705d6ca82705d,10,50.0,1335.0,1.0
2e8beffeac308625b2ef0c5d08ef672e,28,44.0,232.0,1.0
0b58c30e9a8822f20d9ba9f8ca22f13e,6,59.0,601.0,3.0
03fce4dfc01ceee4f1ddda8faea5f69f,57,47.0,562.0,6.0
bcec8b8cdb8c373d5ee67e9db276d4fc,7,30.0,673.0,2.0
0950995f2a891ec1fdfe6f5a1333262a,72,59.0,216.0,1.0
d488da72952ce48fb9a7e93d6b6ef018,69,53.0,735.0,2.0
d11842a1e35be193402e28981fe5f62d,10,60.0,535.0,3.0
dd9eee2918e3b1080a135e1db3ba840c,28,53.0,204.0,1.0
c63fd4f2a0bf8607712407727c70eb8e,6,29.0,188.0,1.0
4e343ef67dcda940ec8e2a0d49729695,2,53.0,147.0,1.0
433fdd2f8b2622bb9c658ffe348e501c,17,41.0,3547.0,1.0
32d5660a50961768fe2d9290f3547f2b,10,59.0,1491.0,2.0
d68d281c9cefcb26becdc8ae30bbdf80,65,49.0,425.0,1.0
6fea7f74cb246f729a53e6502a5e8a68,6,58.0,454.0,3.0
e42cded69ba9b3736643ebeb3926abb7,29,43.0,378.0,2.0
c7824b584a62c88885c957b4479d5974,6,49.0,534.0,1.0
c0116ada15b3ff106b744d77f11bb30e,38,53.0,880.0,1.0
c971d4d5a2e4bd7b85bc2b87ded5c8c2,10,55.0,699.0,6.0
d5cef909641314a6b1544656a8d1e771,19,46.0,677.0,1.0
cc30f18815b34170e0ce982016dc27f7,7,46.0,1343.0,3.0
01ed6b09ea37c158942eb8d12f986e5c,38,60.0,3385.0,5.0
d2c0123733b2c310ff9493c042ad7ecf,73,56.0,708.0,3.0
a72f01615a9aca8b877ff40459ce8252,11,38.0,816.0,1.0
d5d01fa000018c777fcc2bbfebd218bd,45,51.0,1384.0,2.0
ca47c0ec2bc2e298a76adf9a176b54e1,7,56.0,1000.0,2.0
3e400af9c97b07c759931427218aa622,18,54.0,830.0,4.0
7c96a30e0f418993c1555633e7d9d778,36,48.0,225.0,1.0
0ea9c92c0036e06c6cd577cbd9bf3994,69,60.0,1457.0,1.0
b558aa0e88f3cb7bc0bf263c7abaa06a,15,60.0,901.0,4.0
b5452a49c1a9e7406b51badc98cb4b92,28,46.0,362.0,1.0
12d19a52644c70a297ee0e27cf1f47f7,6,63.0,438.0,1.0
6ccba6e4a9ac7be933ad9d9ad536de49,7,52.0,927.0,1.0
c8435ede933165b29f240531c33f6041,73,37.0,45.0,2.0
6242ac8330c5e7a2d98d3e1e61aac3bf,11,22.0,670.0,4.0
d3bfc9f482ee40f08bc22cce2d338536,2,54.0,706.0,1.0
af8ceb11a8177037828ad1a2d8bec459,71,50.0,142.0,1.0
fd406310616fda54aa93a80199a6bb74,58,48.0,917.0,2.0
a38a170097d9e923d66baec7e0f38c88,73,59.0,651.0,5.0
e716d44d25d706561b0a9418952bd0ae,6,48.0,480.0,2.0
9f37ebc1f2aa5ad4582c40906a34d45f,28,52.0,372.0,1.0
808d98d869168d6217fee232674616de,69,53.0,897.0,1.0
3ebda469c7945fe1a1a7332795c0c330,10,51.0,390.0,2.0
f7fec05464c24c1e197ddeb1d69027dc,65,47.0,565.0,1.0
85449672d0ce53a06058bf858007e809,2,55.0,480.0,2.0
8e217fc8e169a8e9584abc44907ffcd0,73,37.0,791.0,1.0
0935440712605cd5699c253b0b6e69e8,65,32.0,1288.0,3.0
a02c3b16a593d8034a5acbb9494ccb89,33,42.0,177.0,2.0
24af98844b6381cc25651c8b3821db20,17,44.0,1843.0,4.0
71a00c2928c93e3f91cabd99582c81cd,69,38.0,3760.0,1.0
9a85d7002688bae2cbbd93198f8477aa,28,60.0,613.0,1.0
ea06671fcc55e9b3f25f8d452952e14a,28,34.0,278.0,1.0
1748f29c4909d1d69540340b7b2048b3,69,60.0,888.0,2.0
af2a7bc596532fc8a6f29b1f814a0471,29,57.0,180.0,4.0
752b17a19fb6de36dc092efe1dbcc1a4,50,33.0,1217.0,1.0
2134e629a014f00f0b74904b730365b6,38,33.0,291.0,3.0
fbf8e27f2541049e3beefc086ab9cdb9,11,47.0,894.0,1.0
4c75c5805a931c70605106b757b5acc8,42,36.0,537.0,3.0
9cd7b4438e15948bdb28fa67e5cb309b,56,43.0,839.0,1.0
595b7dfc4d9031854a214ee8c9943111,19,57.0,934.0,1.0
5a6b7832b86553c0b8ab9cb854ba582f,18,64.0,882.0,6.0
d6160b0a995600511b1a014ce59dca05,7,60.0,586.0,1.0
40189fe74d87ba8091afbdb6e05fc6d9,11,11.0,335.0,1.0
da9b92ebd1a1b96090c26419cb1b441e,38,60.0,777.0,6.0
5ea6b11d9665a0eb2ff17919cd5c50df,69,44.0,951.0,1.0
fd9584467a374bf7a50f0996afd22fae,69,59.0,681.0,3.0
5ac9b5174e4630ab20615f71e81166f6,17,60.0,3920.0,3.0
47163e18adba529c9cb5d63b1e1149e5,7,58.0,696.0,1.0
7503b0e721781320f4fa28acf60d6085,21,47.0,880.0,3.0
fa2c62e6a6a587717ee45ba6ba3c6ee4,10,45.0,780.0,2.0
4e3b1333dc8be734b100ba3d2408e5a8,18,33.0,746.0,4.0
ddf9a6fda274fad13550f5954a0d1ccd,10,41.0,388.0,5.0
12dcef4577bfee8f58eea55d1e2dbf77,33,47.0,686.0,1.0
41f8091492386a014aa8d57dacdcfb0e,29,34.0,1162.0,1.0
1f56c4fa8e27d54b9d0e6ef30104ba62,69,48.0,213.0,5.0
ea6e634ed0ab9709a4fa5fb69c21025a,11,59.0,1871.0,5.0
c7a9ce7069f6f0225da1b5ea82867217,73,57.0,651.0,5.0
056fe4489bd919679e1bb343edb94f3e,28,36.0,508.0,1.0
6eb63c4a6a4d2febdd4a0050798d1d2a,35,52.0,1887.0,3.0
7bbacbb4bbf39f4ecb8ba8714cfefd03,56,58.0,1050.0,1.0
233e922ed01e122ca8bb7e5e565cf760,29,55.0,502.0,2.0
2f5877ef680906a2c33c233a2dd158de,28,59.0,238.0,1.0
029cfd88c7f511ed876d5183344b5357,37,57.0,1837.0,6.0
9dc0ed09cc161a586c1e948890b0a12a,18,55.0,174.0,4.0
d19d540807d0ab8fade5c66902c1962d,29,53.0,1773.0,2.0
8bb57430973e680129a1c4bbc86f1262,65,28.0,552.0,1.0
4f470ff541dba7f02d791a4f3bba0d9c,29,59.0,679.0,1.0
7faddf8a5c905e61d608c9b6a64c03d0,73,17.0,288.0,4.0
bd07d6d9e9e6eaf71c55a88e7d9d1bee,6,53.0,371.0,1.0
01ab2d6b200238405d137f582e625d43,71,24.0,503.0,5.0
04a8f4241d87bcfe9ea877bdcec8e22b,6,64.0,946.0,3.0
9d1ee551f9bb8f959da24a7f4b1b3865,28,52.0,423.0,3.0
0529a29290c24f2bb490b3dc4aa0ceec,38,49.0,2200.0,1.0
955edc655009bfd530e33193a48de17d,18,31.0,1174.0,3.0
3b2625176287ad6c3d38be68e6774f21,28,54.0,382.0,1.0
3a03b9541739cf50cd7a34f99ab87939,45,53.0,1057.0,2.0
9200cfee8d6a1d1fc5e7d1ea91b8c54f,28,38.0,246.0,1.0
d15de3ee88de081bd159b031e47da686,2,59.0,229.0,1.0
b512d251e5b115c0b97cb6c9dde377d5,7,25.0,684.0,1.0
db34ad803d251bdd2b08ee0c244c8105,33,46.0,286.0,3.0
0916b7bbc58fd9078f0f4e72342b2917,,,,
a9f86d77f004878df253c06cef71c232,7,45.0,1614.0,2.0
207a7ca942495d88e590c231fa8a1e88,7,29.0,925.0,1.0
26e19ed2e16b30866fb40735a7a1ea5e,2,44.0,455.0,1.0
2a2db9d44f3ab4ddd8b743e9543be42b,2,56.0,419.0,1.0
028451d1426b276da0441684d3b6075e,7,38.0,249.0,2.0
234849fba1ae72146ec2f3719209778e,33,37.0,153.0,2.0
44a3b0a3eaf107887472d9ea17b21375,11,47.0,822.0,3.0
5fa74bceda1c2540003533a6e027594c,73,50.0,777.0,3.0
230e6e284e5430ded76eebcd7891fda5,35,50.0,285.0,1.0
aadd63730fc96e8d1367103cc10293fc,,,,
7d8bad6e3f21c8b1ce4c82698854e5a2,14,47.0,1023.0,1.0
76b77a89d16d72ee6c53bbe03e34a55f,73,56.0,643.0,5.0
f83614119de3286a12fcaf516d692e2b,6,44.0,192.0,2.0
a0222eba04e60660251159527735b457,69,45.0,1541.0,1.0
e62b8a36a9eb3b923447fafa6908e75a,14,49.0,335.0,2.0
6c78f3ac3d583da2fbf598bd6a6fc54f,28,59.0,570.0,1.0
f1a821dc9d5bb1143a88f541764c0e99,7,42.0,1091.0,1.0
2dd4c191217a979346ab933fca9d5953,65,51.0,750.0,1.0
fcb6400db4c4eef7b0b15bd99e1e07cd,,,,
a322bda722704d0ba7506e9a1d48c8d7,73,48.0,1290.0,1.0
f69705d1bec196473b1b45cf8c83ef74,28,36.0,183.0,1.0
9c99b1df9088674c20e3d7e407589b85,65,53.0,438.0,3.0
178aefdd7a880a951dedc04d1037c68f,10,36.0,113.0,1.0
0ca10029de2df4585a353ff58bb9f12b,10,18.0,232.0,2.0
124bc0aa4429a79dc3f96eb84f38d9e0,28,54.0,273.0,1.0
18bcf2c8e1064e867cf1df46379b37a9,35,57.0,1710.0,6.0
8749028b07927e8e550200e54bc4114d,73,57.0,1143.0,2.0
533440150014d95d9b3b068029db5363,18,50.0,376.0,1.0
b3af571ef5d215be341f90fc30a4ba15,73,60.0,703.0,6.0
cc43f29f85b3ee4db24c3cd5aea35fa2,69,42.0,663.0,1.0
1cc1d7099d610d4a120175cca3efb952,10,60.0,176.0,3.0
7c1b3af0958334fdbf3212a0b940038a,38,52.0,511.0,1.0
54e1414d1775e2cf19047da0c5527e38,46,52.0,541.0,3.0
0d04dbe00c5c2d3bb7859e65266b2da2,33,38.0,316.0,4.0
c4d3539720b11beeacd11767ed23966a,29,53.0,667.0,3.0
b13f6d58a44cf7097aa05ed2eb565616,73,58.0,640.0,3.0
ae41da8738fa29e4c51a5a492b1d7099,17,57.0,734.0,5.0
604a108a6ccf68e439d39fbb596b0cef,20,36.0,2457.0,1.0
a76d23a1ebdb3aa61e69d64c2c252ccc,19,55.0,940.0,1.0
e62cb56207c77fc1e718a4c49a81ff03,69,52.0,507.0,1.0
e07bbfac14d061624557d7bdb9dcdcc2,10,40.0,124.0,1.0
e4c9aa479a86833c83892e589fba0d8e,18,57.0,2057.0,1.0
1eca7f07ac5cf26381d806f1ba20b641,11,51.0,403.0,1.0
7be0449d8211dc4addc4108ed559580d,69,43.0,2161.0,3.0
c813935dfe3841ad5119a92a3290eda8,17,49.0,164.0,1.0
c8c0d923944798fd521f6d0a1af7b8d9,20,56.0,1287.0,2.0
94e1b15e6a59a6f72688fbea864187b9,35,55.0,460.0,2.0
36bdab451c67f91432035ee4e1d66c32,2,38.0,338.0,1.0
7e466e0d1329784803bb0d3319e69ac9,73,35.0,1216.0,1.0
7a8b7658a95a8040f0a9489c952b8ca2,28,59.0,577.0,2.0
1ade824158d1b0c799f9a64123bb156d,19,46.0,978.0,5.0
aece962d013a4e1d7dc3a61f7f4f67cc,73,52.0,603.0,1.0
4234181730a1143f75dad0e7de26d401,7,58.0,288.0,1.0
07bf3357cff89ac355a15ebf645249c2,71,32.0,408.0,3.0
be6830bf510f03d9e6c979e4dfd9fcf1,36,41.0,370.0,4.0
c1f416c8c880dd470171c1168ebbaa08,19,52.0,874.0,1.0
5ef3afd79a4ab97ef1b853b073ca6358,32,49.0,375.0,6.0
56f2994589e1e39cd583d38762828364,18,46.0,468.0,1.0
77ad1009a904230d2728fa41217c8d97,7,56.0,184.0,1.0
f5b2569660e2613c1bf20f3b3fd11c8d,69,47.0,638.0,4.0
25e3675b4eeaa6083ada61e1176faef1,18,47.0,1024.0,2.0
73e7f5b2a8fe696997ba983e2d111ad8,19,60.0,811.0,5.0
5c21769881b158de3ef41a6dc6692a3c,7,40.0,434.0,1.0
ec06da784fda591018b44c84f53b7bc2,45,38.0,297.0,2.0
ab1c90b91adfa20380eb471816a3514e,11,52.0,699.0,1.0
936c11698db6aee5444190da05f21301,65,57.0,397.0,1.0
09c359c635a647fb23aff17b362c69a9,69,60.0,531.0,5.0
412169450d7a63330dc968e7534f3427,69,48.0,223.0,3.0
1939d8fda094596afb61a2337713e321,71,42.0,104.0,6.0
2cd5a678aea84ab6a19dd56670f250c9,6,55.0,1476.0,3.0
cb3d38dee50e39e4c68c2250847e645f,65,55.0,591.0,3.0
67630d4924986005ed5d058c444353ed,11,37.0,324.0,4.0
5bd724e8e141f32d3b2780eca5ccab60,27,46.0,673.0,1.0
06fae885c6258e824308ca36f2cdee69,27,29.0,437.0,1.0
217075b130d33b3485e8fb38fbf9021a,7,24.0,581.0,1.0
0a9cbc3a4658a3f45b16c4e87b98a937,37,53.0,1935.0,1.0
3a70403f7a9646d778ecc9c997b788c4,28,60.0,597.0,1.0
130088e93b7a3b3c08ebcf0f9486bd96,27,48.0,1255.0,1.0
d5d8c7853585b285c12dcecb611ba878,2,52.0,589.0,1.0
43323ac0e7e90992dee939d1e099a841,10,54.0,527.0,2.0
e67692c3f7d4d209f19ce6c37f9df63d,6,53.0,194.0,11.0
106306b138b83c32152d1e03debaf6f4,14,63.0,644.0,1.0
0d7c8bdbcb05f03727a1c07381fea04c,73,36.0,929.0,2.0
5ecc82d97d6a54725952ec3b4a72dd3f,11,55.0,395.0,2.0
75b46e963e55be5b56d3b77b02293f73,14,63.0,1451.0,3.0
58b9363c4092b113142672bea2a18421,7,22.0,632.0,1.0
d3e409d71cfd12dbc7a428f983b383c2,18,50.0,1217.0,3.0
b49e62c0a31eb22521fe6d83b30a8dcf,6,42.0,497.0,3.0
77b568ae488b28a04c455c134d92a99c,1,59.0,1812.0,4.0
b1f2f38ce754c804780c6a048cee08e2,17,51.0,1076.0,2.0
80c850bd2e32044d2ac307003c0b8f65,21,55.0,705.0,2.0
23e03c7942e89e30a63994cb9b36f73c,71,51.0,221.0,2.0
a33119a5e115eb63bd3e29ce0008615b,11,28.0,134.0,1.0
45f953b889154d9963dbc1f847a83ac8,6,53.0,608.0,2.0
1561c531b0e166cb1e0c9a1721e65cea,41,23.0,1328.0,1.0
149b5f6592fdd29367a4c7e73a8ce075,2,56.0,195.0,1.0
c074360ac0969d4a66489586f8507285,71,59.0,409.0,3.0
0626f5e30e5b5ef9f9389879169b145e,18,49.0,223.0,3.0
48acf77c13de21217bcc8af016ec3cff,19,53.0,1071.0,5.0
01ec859c4458956d2b577b1e356d1f0d,10,60.0,1235.0,3.0
1fde92b9d68d1ad51dcdb5e518b28b07,6,55.0,133.0,1.0
a277a65226833af5f61382132cf96c88,2,49.0,664.0,3.0
137bb4b3651862c6b611468b2e7c39bb,2,42.0,721.0,2.0
7484dd7172f5dcfed173e4a960e09110,65,50.0,260.0,2.0
656d024ad51f55c0ec1a69b9ec6d25d7,28,57.0,795.0,1.0
e57d0aa2cd3a6448f242636104b9503e,53,35.0,717.0,1.0
05d4cb72a96649f9b113e5047976e9d8,7,43.0,1385.0,1.0
75b794b38e8a6e69b3657430fd90147b,28,60.0,3834.0,6.0
7d3f600de52f455ef578c1fbeaaa0137,28,55.0,664.0,1.0
1c21b1efa6530623ecb0c20fe98001b5,46,59.0,437.0,1.0
ada321a3e5d770d62425a82a6e062d2c,27,16.0,1155.0,1.0
a93060326d6c3e223aa3c1d1415f17f1,10,56.0,1223.0,1.0
bc1fc844500be10faf60d55b22991373,69,32.0,1068.0,1.0
54f3bcf072e3a03dc5e550398726ea93,73,54.0,703.0,6.0
ea61c1ce141465951d74f23206e13f48,28,52.0,125.0,1.0
2c4987f7faf67956dfd103e0d629cd38,7,57.0,1299.0,1.0
f2a39700f801e859576eb316f27506e0,69,41.0,229.0,2.0
78377ca00652dec3734798fd7f4931c2,28,45.0,172.0,2.0
529bf066fee83a9c605bd7e57735a44e,28,56.0,684.0,1.0
3c25d68c828a6915e13e89d9999f8a40,38,40.0,393.0,3.0
1a273644d9e177da7543df79876ad10b,7,35.0,1115.0,1.0
a89995915738a923b16bb5a2a132fc01,11,57.0,353.0,1.0
4cd2a7bce1ec3ff5d9fe904df51afc99,33,43.0,216.0,2.0
70922f19ca2925832dcd49cd64083937,7,63.0,1890.0,1.0
792e5c06603614f2f681c262ad2f5e9d,64,41.0,727.0,1.0
edf9404cb40c2cb575270828994b1d1d,6,57.0,707.0,1.0
0b46caaf58fbceba67c0ecb84383834e,71,30.0,366.0,3.0
4b90563cde5becdf0ee2e82358a96ae0,6,38.0,445.0,2.0
c10766ea14ff29fef66c192371c441ae,7,48.0,1667.0,1.0
b937cc06892b7419eaf81f5b481884bc,7,53.0,1003.0,1.0
980d5f778bcf41785abe2553324c03f6,31,60.0,190.0,1.0
7ea2d5ec8b06d471d2f6ba4f9e685162,73,49.0,572.0,3.0
3c2ef135826f81065d419ad775cb3c50,6,60.0,463.0,3.0
184a7c12c93cecd9c0d8b5ad6904d70d,7,60.0,918.0,1.0
7315d1501dae3033b5cfa3993c180357,28,59.0,295.0,1.0
5a68625bb7f3c2f130a75142054d1e33,28,47.0,382.0,1.0
e323be2e1c4172f255d61843df8cfb63,28,51.0,437.0,2.0
06453cfffae2446ab3f7c31a52e7c891,19,54.0,794.0,2.0
6dc645cee4e5a2ec95f60e3c0fe9e5a3,69,58.0,516.0,1.0
525f00b659bd2e7268b4c1bded2bc068,69,54.0,597.0,1.0
